名稱,縣市,鄉鎮市區,WGS_X,WGS_Y
象山,新北市,瑞芳/貢寮區,121.575542,25.0265411
猴山岳前峰,新北市,瑞芳/貢寮區,121.5992841,24.9786597
鵝角格山,新北市,瑞芳/貢寮區,121.5856855,24.9632171
半屏山南峰,屏東縣,霧台鄉,120.3102871,22.6983656
玉山北峰,臺東縣,海端鄉,120.9594971,23.4875704
玉山南峰,臺東縣,海端鄉,120.9589514,23.4465941
玉山東峰,臺東縣,海端鄉,120.9651927,23.4707431
玉山前峰,臺東縣,海端鄉,120.9176632,23.4755783
三叉山,臺東縣,海端鄉,121.0286649,23.2971931
東郡大山,花蓮縣,秀林鄉,121.0918666,23.6268066
天王峰,新北市,瑞芳/貢寮區,121.6816251,24.9938561
皇帝殿東峰,新北市,瑞芳/貢寮區,121.6879361,24.9953431
紗帽山,新北市,瑞芳/貢寮區,121.5433455,25.1484373
七股山,新北市,瑞芳/貢寮區,121.5656867,25.1717767
竹子山,新北市,瑞芳/貢寮區,121.563403,25.2141148
溪子口山,新北市,瑞芳/貢寮區,121.5487151,24.9925581
中埔山,新北市,瑞芳/貢寮區,121.5552355,25.0116922
待老坑山,新北市,瑞芳/貢寮區,121.5744771,24.9668463
孝子山,新北市,瑞芳/貢寮區,121.7397046,25.0200487
中央尖,新北市,瑞芳/貢寮區,121.7389863,25.0141824
臭頭山,新北市,瑞芳/貢寮區,121.736369,25.0106501
九龍山,新北市,瑞芳/貢寮區,121.7260777,25.0153517
石筍尖,新北市,瑞芳/貢寮區,121.721217,25.0309311
赫山,新北市,瑞芳/貢寮區,121.724942,25.0346811
普陀山,新北市,瑞芳/貢寮區,121.7381218,25.0196077
白鷺鷥山,新北市,瑞芳/貢寮區,121.6040929,25.0784251
康樂山,新北市,瑞芳/貢寮區,121.6133651,25.080441
合歡山北峰,南投縣,仁愛鄉,121.2815943,24.1815125
石門山,南投縣,仁愛鄉,121.2845461,24.1524223
奧本嶺,屏東縣,霧台鄉,121.5669571,22.0291651
內溝山,新北市,瑞芳/貢寮區,121.6273762,25.0890663
志繼山,新北市,瑞芳/貢寮區,121.4088186,24.840673
東眼山,新北市,瑞芳/貢寮區,121.418253,24.8249811
大崙尾山,新北市,瑞芳/貢寮區,121.5735185,25.1063845
剪刀石山,新北市,瑞芳/貢寮區,121.5709417,25.0932681
九五峰,新北市,瑞芳/貢寮區,121.5864497,25.0262261
李崠山,新北市,烏來區,121.3036444,24.6926375
加里山,桃園市,復興區,121.0124262,24.5108062
馬那邦山,臺中市,和平區,120.9138043,24.3672314
拇指山,新北市,瑞芳/貢寮區,121.584356,25.020531
大屯山西峰,新北市,瑞芳/貢寮區,121.5135252,25.1710626
大屯山南峰,新北市,瑞芳/貢寮區,121.51768,25.1698431
大屯山,新北市,瑞芳/貢寮區,121.5221914,25.1787406
北稜角,南投縣,仁愛鄉,121.2311408,24.3875106
北插天山,新北市,烏來區,121.4526429,24.7920212
劍山,臺中市,和平區,121.1703157,24.2954923
大劍山,南投縣,仁愛鄉,121.2005007,24.3409271
3167峰,臺中市,和平區,121.1951071,24.3141351
油婆蘭山,南投縣,仁愛鄉,121.2052858,24.3220553
布佚奇寒山,臺中市,和平區,121.1984681,24.3169499
佳陽山,臺中市,和平區,121.1879968,24.3066288
伊澤山,南投縣,仁愛鄉,121.243612,24.4699811
池有山,南投縣,仁愛鄉,121.288154,24.4310981
小霸尖山,南投縣,仁愛鄉,121.2521217,24.4555996
加利山,南投縣,仁愛鄉,121.2162003,24.4594767
下橫坑山,桃園市,復興區,121.1376279,24.7651451
尖山,高雄市,桃源區,120.4020518,23.2423184
角秀山,高雄市,桃源區,120.339454,23.2054218
合歡山,南投縣,仁愛鄉,121.2711951,24.1426062
未命名山峰,新北市,瑞芳/貢寮區,121.593657,25.1150792
大崙頭山,新北市,瑞芳/貢寮區,121.5853232,25.1088307
將軍山,高雄市,桃源區,120.4518341,23.4057084
高梘頭山,桃園市,復興區,121.0845367,24.7789311
南中寮山最高峰,高雄市,桃源區,120.418046,22.8084487
鹽山頂,高雄市,桃源區,120.1001216,23.1542147
眺望崠,新北市,烏來區,121.2087292,24.7934215
魁斗山,高雄市,桃源區,120.2394542,22.9734293
口埤山,高雄市,桃源區,120.350729,23.0226501
虎頭山,高雄市,桃源區,120.336957,23.0290321
尖山,新北市,瑞芳/貢寮區,121.523518,24.9879502
清水大尖山,新北市,瑞芳/貢寮區,121.471016,24.9703241
牛埔頭山,新北市,瑞芳/貢寮區,121.479534,24.967605
和美山,新北市,瑞芳/貢寮區,121.5334049,24.9503501
灣潭山,新北市,瑞芳/貢寮區,121.539081,24.9446131
十七寮山,新北市,瑞芳/貢寮區,121.478916,24.9287321
塗潭山,新北市,瑞芳/貢寮區,121.512022,24.9391421
安坑山,新北市,瑞芳/貢寮區,121.4648651,24.9251951
安新山,新北市,瑞芳/貢寮區,121.458354,24.9273441
小坑山,新北市,瑞芳/貢寮區,121.518185,24.9169931
猴洞尖,新北市,瑞芳/貢寮區,121.5079111,24.8996221
獅仔頭山,新北市,瑞芳/貢寮區,121.4911681,24.9047102
磺窟山,新北市,瑞芳/貢寮區,121.5041052,24.9331479
竹坑山北峰,新北市,瑞芳/貢寮區,121.4751571,24.8861941
竹崙山,新北市,瑞芳/貢寮區,121.456232,24.9083471
粽串尖,新北市,瑞芳/貢寮區,121.4883587,24.9117261
雙港子山,新北市,瑞芳/貢寮區,121.4617268,24.9027274
雙港子山東峰,新北市,瑞芳/貢寮區,121.4656149,24.9031712
外挖子山,新北市,瑞芳/貢寮區,121.5145392,24.9817809
文筆山,新北市,瑞芳/貢寮區,121.4714686,24.9591997
石門內尖山,新北市,瑞芳/貢寮區,121.4385579,24.936079
成福山,新北市,瑞芳/貢寮區,121.417537,24.937277
十八羅漢岩,新北市,瑞芳/貢寮區,121.4253641,24.9382841
長壽山,新北市,瑞芳/貢寮區,121.4075071,24.9406621
鳳梨山,高雄市,桃源區,120.3435391,23.1701447
臥牛山,高雄市,桃源區,120.3793661,23.1854651
大森山,屏東縣,霧台鄉,121.585711,22.0103291
山田山,屏東縣,霧台鄉,121.5570361,22.0452091
台山,屏東縣,霧台鄉,121.536877,22.031254
鵝公髻山,桃園市,復興區,121.075545,24.6099831
水坑廣山,桃園市,復興區,121.0932262,24.7943539
比林山,桃園市,復興區,121.080707,24.5410821
鳥嘴山,桃園市,復興區,121.07525,24.580864
大窩山,桃園市,復興區,121.0625656,24.5574757
新山,新北市,瑞芳/貢寮區,121.6332795,25.1299526
基隆山,新北市,瑞芳/貢寮區,121.8492141,25.1189121
大虎山,嘉義縣,阿里山鄉,120.7006443,23.9666025
雪山主峰,南投縣,仁愛鄉,121.2317965,24.383404
甘木林山,南投縣,仁愛鄉,121.2457188,24.3887366
凱蘭特崑山,南投縣,仁愛鄉,121.2341307,24.3953394
凱蘭特崑山北峰,南投縣,仁愛鄉,121.2349845,24.39843
穆特勒布山,南投縣,仁愛鄉,121.2492707,24.4249595
素密達山,南投縣,仁愛鄉,121.2535538,24.4250998
品田山前峰,南投縣,仁愛鄉,121.2692255,24.4275841
品田山,南投縣,仁愛鄉,121.2667663,24.4283001
頭嵙山,苗栗縣,泰安鄉,120.800146,24.1793651
三汀山,苗栗縣,泰安鄉,120.7526097,24.1391361
枕頭山,高雄市,桃源區,120.4860274,23.3271039
滴水山,高雄市,桃源區,120.4247208,23.2605489
牛山,高雄市,桃源區,120.415799,23.283695
科里山,高雄市,桃源區,120.4601028,23.2912862
坪頂山,高雄市,桃源區,120.4919237,23.2793238
龜子山,高雄市,桃源區,120.4674665,23.237324
霧峰奧山,苗栗縣,泰安鄉,120.776602,24.04674
內庄山,高雄市,桃源區,120.367525,23.1224611
尖山,高雄市,桃源區,120.3764819,23.1345926
未命名山峰,桃園市,復興區,121.1575029,24.7832032
磨板山,高雄市,桃源區,120.4479407,23.3982592
卜吉山,花蓮縣,秀林鄉,120.9498842,23.8464154
南天母山,新北市,瑞芳/貢寮區,121.4542094,24.9518417
皇帝殿西峰,新北市,瑞芳/貢寮區,121.673923,24.9920711
二格山,新北市,瑞芳/貢寮區,121.6196399,24.9672245
五分山,新北市,瑞芳/貢寮區,121.780662,25.0709531
劍潭山,新北市,瑞芳/貢寮區,121.5293056,25.0842687
大武崙山,新北市,瑞芳/貢寮區,121.7097303,25.1585074
燦光寮山,新北市,瑞芳/貢寮區,121.865633,25.0930251
觀音山,新北市,瑞芳/貢寮區,121.4266759,25.135939
中央尖山,南投縣,仁愛鄉,121.4162655,24.3102241
卑南主山,臺東縣,海端鄉,120.8741751,23.0511451
南湖大山,南投縣,仁愛鄉,121.4393767,24.361812
大雪山,臺中市,和平區,121.121194,24.3307752
奇萊北峰,南投縣,仁愛鄉,121.3345459,24.1183377
守城大山,臺中市,和平區,121.0503915,24.0457491
巴博庫魯山,新北市,烏來區,121.4797847,24.6737391
清水大山,南投縣,仁愛鄉,121.651485,24.2352731
無明山,南投縣,仁愛鄉,121.384707,24.2553561
白姑大山,臺中市,和平區,121.108957,24.2026781
西巒大山,花蓮縣,秀林鄉,120.9472206,23.694012
關山,臺東縣,海端鄉,120.9117441,23.2281831
阿玉山,宜蘭縣,大同鄉,121.6027951,24.7894364
鯉魚山,花蓮縣,秀林鄉,121.5206564,23.9190894
中雪山,臺中市,和平區,121.0780609,24.3364811
南湖大山南峰,南投縣,仁愛鄉,121.4347602,24.3476988
南華山,南投縣,仁愛鄉,121.285931,24.0393451
向陽山,臺東縣,海端鄉,120.9924466,23.2843613
塔關山,臺東縣,海端鄉,120.9412445,23.2519395
奇萊主山,南投縣,仁愛鄉,121.3232629,24.086458
奇萊南峰,南投縣,仁愛鄉,121.279975,24.061299
庫哈諾辛山,臺東縣,海端鄉,120.900024,23.2627391
新康山,臺東縣,海端鄉,121.1276177,23.3165854
桃山,南投縣,仁愛鄉,121.3048926,24.4326351
畢祿山,南投縣,仁愛鄉,121.3471869,24.2135771
羊頭山,南投縣,仁愛鄉,121.3797299,24.2086897
能高山,花蓮縣,秀林鄉,121.260238,23.9923208
能高山南峰,花蓮縣,秀林鄉,121.2781119,23.965366
合歡山西峰,南投縣,仁愛鄉,121.24454,24.1776441
閂山,南投縣,仁愛鄉,121.309868,24.2587041
關山嶺山,臺東縣,海端鄉,120.9594825,23.2709936
雪山北峰,南投縣,仁愛鄉,121.240404,24.4147141
雪山東峰,南投縣,仁愛鄉,121.2719622,24.3887322
頭鷹山,臺中市,和平區,121.1407231,24.3596281
東卯山,臺中市,和平區,120.9579575,24.1859433
波津加山,臺中市,和平區,121.011407,24.2285121
平山,苗栗縣,泰安鄉,120.7322033,24.1950141
西平山,苗栗縣,泰安鄉,120.7361333,24.1942167
軍功寮山,苗栗縣,泰安鄉,120.730927,24.1815261
五尖山,新北市,瑞芳/貢寮區,121.4799171,24.964583
太極嶺,新北市,瑞芳/貢寮區,121.4636303,24.9538446
將軍嶺,新北市,瑞芳/貢寮區,121.4720584,24.9567379
龜山島山,新北市,瑞芳/貢寮區,121.9531336,24.841558
御恩山,南投縣,仁愛鄉,121.7596881,24.3762451
鷹仔尖,新北市,瑞芳/貢寮區,121.428615,25.1262391
橫山,嘉義縣,阿里山鄉,120.6315779,23.8892087
坑子內山,苗栗縣,泰安鄉,120.5653103,24.060308
望鄉山,花蓮縣,秀林鄉,120.9443476,23.594112
郡大山,花蓮縣,秀林鄉,120.9625177,23.57733
郡大山北峰,花蓮縣,秀林鄉,120.957005,23.5880544
崩坎,苗栗縣,泰安鄉,120.601476,24.0152381
松子嶺(三等),苗栗縣,泰安鄉,120.6040667,24.0119
竹林(三等),苗栗縣,泰安鄉,120.6211333,24.0218833
卯木山,南投縣,仁愛鄉,121.3166389,24.1871561
猿山,桃園市,復興區,121.025488,24.6412481
獅頭山,桃園市,復興區,121.006526,24.6442411
南觀音山,苗栗縣,泰安鄉,120.7409775,24.173108
白毛山,臺中市,和平區,120.921893,24.1568451
檜山,新北市,烏來區,121.2031607,24.5125239
飛鳳山,桃園市,復興區,121.112232,24.7656671
屏風山,南投縣,仁愛鄉,121.3430149,24.1492329
屏風山中鋒,南投縣,仁愛鄉,121.3390194,24.1414005
三錐山,臺中市,和平區,121.147181,24.1855971
白姑大山中峰,臺中市,和平區,121.130018,24.1970662
北大武山,屏東縣,霧台鄉,120.7613809,22.627061
三角峰,臺中市,和平區,121.1917757,24.0976221
哈哈山,南投縣,仁愛鄉,121.2807277,24.1567143
南哈哈山,南投縣,仁愛鄉,121.2808486,24.1558301
櫻櫻峰,南投縣,仁愛鄉,121.2315522,24.1165271
石門山北峰,南投縣,仁愛鄉,121.2795568,24.1576049
七星山南峰,新北市,瑞芳/貢寮區,121.5519674,25.1688304
硬姐嶺,新北市,瑞芳/貢寮區,121.424935,25.1366042
風櫃斗山,花蓮縣,秀林鄉,120.8502645,23.6533427
夢幻湖山,新北市,瑞芳/貢寮區,121.56002,25.1649051
小油坑山,新北市,瑞芳/貢寮區,121.546057,25.1772252
擎天崗山東峰,新北市,瑞芳/貢寮區,121.5808332,25.1654867
石梯嶺,新北市,瑞芳/貢寮區,121.587535,25.1606402
香對山,新北市,瑞芳/貢寮區,121.6019621,25.1377164
南港山南峰,新北市,瑞芳/貢寮區,121.585023,25.0230641
土庫岳,新北市,瑞芳/貢寮區,121.635512,25.0231391
姜子寮山,新北市,瑞芳/貢寮區,121.7300579,25.0532639
汐止大尖山,新北市,瑞芳/貢寮區,121.6681525,25.0509042
獅頭山前峰,新北市,瑞芳/貢寮區,121.493407,24.9032951
長春嶺,新北市,淡水/三芝區,121.3505224,24.9279908
鳶山,新北市,淡水/三芝區,121.3450961,24.9265991
唭哩岸山,新北市,瑞芳/貢寮區,121.515612,25.1262021
奇岩山,新北市,瑞芳/貢寮區,121.5103699,25.1243051
奇岩山西峰,新北市,瑞芳/貢寮區,121.5072379,25.1230051
東華山,新北市,瑞芳/貢寮區,121.5040759,25.1224892
軍艦岩,新北市,瑞芳/貢寮區,121.5187189,25.1273081
二六〇公尺峰,新北市,瑞芳/貢寮區,121.5189949,25.1323304
瑪陵尖,新北市,瑞芳/貢寮區,121.6991931,25.1089108
太平山,新北市,淡水/三芝區,121.2351337,24.8114086
石門山,新北市,淡水/三芝區,121.229415,24.8099952
清水坑山,新北市,淡水/三芝區,121.232509,24.8115919
立鷹山,臺中市,和平區,121.171407,24.0808751
唐麻丹山,臺中市,和平區,120.9694109,24.1591283
屋我尾山,臺中市,和平區,120.971131,24.2103992
馬崙山,臺中市,和平區,121.05088,24.1991261
八仙山,臺中市,和平區,121.0121142,24.1543353
武法奈尾山,南投縣,仁愛鄉,121.2852554,24.2096739
稍來山,臺中市,和平區,120.9718454,24.2374501
稍來山南峰,臺中市,和平區,120.973075,24.2354981
鳶嘴山,臺中市,和平區,120.9549741,24.2410746
四于台山,花蓮縣,秀林鄉,121.0598942,23.928912
白毛山西南峰,臺中市,和平區,120.9122528,24.1527586
十八尖山,桃園市,復興區,120.9846069,24.7925323
中坑山,桃園市,復興區,121.118965,24.7665291
三角崙山,新北市,瑞芳/貢寮區,121.7296869,24.8592296
三角崙山東南峰,新北市,瑞芳/貢寮區,121.7317049,24.8571839
聖母峰,新北市,瑞芳/貢寮區,121.7295719,24.8549863
金山面山,新北市,淡水/三芝區,121.3263935,24.8713681
金面山,新北市,淡水/三芝區,121.3354429,24.8664851
鳳儀山,屏東縣,霧台鄉,120.3716134,22.726541
鹿屈山,嘉義縣,阿里山鄉,120.7897449,23.6011541
鹿屈山前峰,嘉義縣,阿里山鄉,120.7875029,23.6156551
茅山南峰,高雄市,桃源區,120.6401019,23.1970279
西阿里關山,高雄市,桃源區,120.6413192,23.1829831
三來稜山,花蓮縣,秀林鄉,121.1051699,23.9029619
富嶺山,花蓮縣,秀林鄉,121.0949777,23.9378861
東岬山,花蓮縣,秀林鄉,121.1369898,23.9788252
崁頭山,高雄市,桃源區,120.5046351,23.2662141
竹子尖山,高雄市,桃源區,120.5655559,23.1759191
磺嘴山,新北市,瑞芳/貢寮區,121.6063179,25.1767431
文間山,新北市,瑞芳/貢寮區,121.552254,25.0923801
北雨社山,花蓮縣,秀林鄉,120.891582,23.8052301
後尖山,花蓮縣,秀林鄉,120.8981419,23.8141251
雨社山,花蓮縣,秀林鄉,120.8901599,23.8016931
頭社山,花蓮縣,秀林鄉,120.9127498,23.8281351
砲台山,苗栗縣,泰安鄉,120.683453,24.1449251
南尚書林山,屏東縣,霧台鄉,120.377089,22.607768
尚書林,屏東縣,霧台鄉,120.3785361,22.6148921
六順山,花蓮縣,秀林鄉,121.2395739,23.7245095
鹿林前山,臺東縣,海端鄉,120.8732032,23.4687049
鹿林山,臺東縣,海端鄉,120.8807883,23.4676963
麟趾山,臺東縣,海端鄉,120.8924646,23.4755776
虎頭山,新北市,淡水/三芝區,121.3305937,25.0167488
守關山南峰,臺中市,和平區,121.0580636,24.0154801
南山,臺中市,和平區,121.0797415,24.0134688
南山南峰,臺中市,和平區,121.0799501,24.010714
巴蘭山,臺中市,和平區,121.126768,24.0129291
朗土府山,臺中市,和平區,121.1540598,24.0413846
關頭山,花蓮縣,秀林鄉,121.1005479,23.9891371
高峰山,花蓮縣,秀林鄉,121.1170116,23.989051
車坪崙山,花蓮縣,秀林鄉,120.8532547,23.882758
車坪崙山西峰,花蓮縣,秀林鄉,120.8515872,23.8829124
集集大山,花蓮縣,秀林鄉,120.8375894,23.8552191
集集大山南峰,花蓮縣,秀林鄉,120.8471809,23.8426009
守關山,臺中市,和平區,121.0467151,24.0369147
摩即山,花蓮縣,秀林鄉,121.2449682,23.8462651
獅山,新北市,瑞芳/貢寮區,121.5806063,25.0264083
虎山峰,新北市,瑞芳/貢寮區,121.5836136,25.0313013
豹山,新北市,瑞芳/貢寮區,121.5826441,25.0292842
阿罩霧山,苗栗縣,泰安鄉,120.7135128,24.0612512
槓子寮山,新北市,瑞芳/貢寮區,121.7756426,25.1431291
紅淡山,新北市,瑞芳/貢寮區,121.7520325,25.1188477
灣坑頭山,新北市,瑞芳/貢寮區,121.9104242,24.9745606
鐵砧山,苗栗縣,泰安鄉,120.6551166,24.3563397
白雞山,新北市,瑞芳/貢寮區,121.4076874,24.8917037
未命名山峰,新北市,淡水/三芝區,121.3949221,24.8906241
雞罩山,新北市,瑞芳/貢寮區,121.410617,24.8882321
雞罩山前峰,新北市,瑞芳/貢寮區,121.410251,24.8890291
鹿窟尖,新北市,淡水/三芝區,121.3938481,24.8899952
橫屏山,花蓮縣,秀林鄉,121.018645,23.9458131
武界山,花蓮縣,秀林鄉,121.0291109,23.9325241
獅凸魯山,花蓮縣,秀林鄉,121.0293765,23.9409001
吊神山,苗栗縣,泰安鄉,120.820745,24.2905781
抽藤坑北山,苗栗縣,泰安鄉,120.83295,24.17125
大胡山,苗栗縣,泰安鄉,120.7478626,24.2109924
埤頭山,苗栗縣,泰安鄉,120.752669,24.1386264
里龍山,屏東縣,霧台鄉,120.7328269,22.1638989
祖輪山,南投縣,仁愛鄉,121.5081337,24.2209078
獨立山,嘉義縣,阿里山鄉,120.6077219,23.5368844
巴塱衛山,屏東縣,霧台鄉,120.8780831,22.3226551
加奈美山,屏東縣,霧台鄉,120.909934,22.4320749
勝林山,屏東縣,霧台鄉,120.89389,22.430429
都蘭山,臺東縣,海端鄉,121.1882989,22.8950852
未命名山峰,屏東縣,霧台鄉,121.5709778,22.0631112
紅頭山,屏東縣,霧台鄉,121.5345515,22.0530309
關刀山,苗栗縣,泰安鄉,120.811003,24.3753721
立霧山,南投縣,仁愛鄉,121.6418959,24.1781017
三崁山,高雄市,桃源區,120.387279,23.0439903
邦埤山,高雄市,桃源區,120.3855232,23.0405179
蚵殼坑山,高雄市,桃源區,120.3851048,23.0281119
大公山,高雄市,桃源區,120.4387726,23.0768363
竹嵩崎山,高雄市,桃源區,120.443954,23.092298
蕃蘭山,高雄市,桃源區,120.4211197,23.0892086
貓兒干山,高雄市,桃源區,120.4375391,23.1062141
番仔埔山,高雄市,桃源區,120.4488438,23.137381
打鐵尖山,高雄市,桃源區,120.5012693,23.1472072
鹿陶洋山,高雄市,桃源區,120.4984821,23.155195
大混山,新北市,烏來區,121.2748923,24.6889841
大崚山,高雄市,桃源區,120.4278017,23.1243967
三見山,高雄市,桃源區,120.3998206,23.1672181
大崖山,高雄市,桃源區,120.4461031,23.172062
五城山,新北市,瑞芳/貢寮區,121.4660035,24.9511386
屋我尾山北峰,臺中市,和平區,120.9701584,24.2128584
七星山東峰,新北市,瑞芳/貢寮區,121.555574,25.1695092
喀拉業山,南投縣,仁愛鄉,121.321218,24.4497761
詩崙山,南投縣,仁愛鄉,121.3148976,24.439559
蘇澳山,宜蘭縣,大同鄉,121.843839,24.6013381
千兩山,臺中市,和平區,120.9491024,24.3684694
千兩山北峰,臺中市,和平區,120.942222,24.3798731
草山,高雄市,桃源區,120.5197159,23.1678961
虎寮坑山,高雄市,桃源區,120.5564561,23.1907751
觀音山,高雄市,桃源區,120.5166691,23.1668201
聚興山,苗栗縣,泰安鄉,120.7427104,24.2202215
未命名山峰,花蓮縣,秀林鄉,121.1137014,23.9306165
卓社山,花蓮縣,秀林鄉,121.0911869,23.8482488
南東眼山,臺中市,和平區,121.0936128,24.0470424
南萬大山,花蓮縣,秀林鄉,121.1094779,23.9320735
尖台山,花蓮縣,秀林鄉,121.1524654,23.9231859
螺婆間山,花蓮縣,秀林鄉,121.0715004,23.8973602
馬軍山,花蓮縣,秀林鄉,121.2284747,23.9287464
馬海僕富士山,花蓮縣,秀林鄉,121.2008037,23.983162
卓社前山,花蓮縣,秀林鄉,121.0521269,23.834814
烘爐地山,新北市,瑞芳/貢寮區,121.696411,24.8345841
草湳山,新北市,瑞芳/貢寮區,121.7189631,24.8229981
大湖尖山,高雄市,桃源區,120.6375834,23.4873398
露門山,宜蘭縣,大同鄉,121.5675921,24.7973371
八里灣山,花蓮縣,秀林鄉,121.488985,23.5447215
石牛山,新北市,烏來區,121.2533235,24.7935139
萬里得山,屏東縣,霧台鄉,120.841757,22.0682019
龜山,屏東縣,霧台鄉,120.7012691,22.0513781
虎子山,花蓮縣,秀林鄉,120.982101,23.9738151
蘭崁山,宜蘭縣,大同鄉,121.7606611,24.5376021
三星山,宜蘭縣,大同鄉,121.5639521,24.50919
飯包山,南投縣,仁愛鄉,121.6913957,24.3909662
王田山,苗栗縣,泰安鄉,120.5844515,24.1382429
頭櫃山,苗栗縣,泰安鄉,120.858835,24.129376
安東軍山,花蓮縣,秀林鄉,121.2661139,23.8727074
治茆山,花蓮縣,秀林鄉,120.9810959,23.744665
大尖山,嘉義縣,阿里山鄉,120.6231401,23.5900114
廍亭山,高雄市,桃源區,120.6225643,23.055832
魁斗山,高雄市,桃源區,120.2039231,22.9790199
埤亦山,屏東縣,霧台鄉,120.878371,22.072427
塔山,南投縣,仁愛鄉,121.5509929,24.141821
木瓜山,花蓮縣,秀林鄉,121.4450916,23.9132021
月眉山,花蓮縣,秀林鄉,121.5520386,23.8254869
虎頭山,花蓮縣,秀林鄉,121.3229328,23.5614291
玉里山,臺東縣,海端鄉,121.2432643,23.3797892
三間屋山,臺東縣,海端鄉,121.4299389,23.3705631
成廣澳山,臺東縣,海端鄉,121.3382641,23.1904131
新港山,臺東縣,海端鄉,121.3222685,23.1397311
大分林山,桃園市,復興區,121.0500031,24.6803731
小埔山,臺中市,和平區,120.9410724,24.014561
九份二山,花蓮縣,秀林鄉,120.84163,23.9345856
白葉山,花蓮縣,秀林鄉,120.9484729,23.9313091
鳳凰山,花蓮縣,秀林鄉,120.8061779,23.6916901
松子腳山,嘉義縣,阿里山鄉,120.4805703,23.535846
大山母山,屏東縣,霧台鄉,120.7789411,21.968468
王武塔山,花蓮縣,秀林鄉,121.335488,23.715454
美奈田主山,臺東縣,海端鄉,121.0016559,22.9766321
太麻里山,屏東縣,霧台鄉,120.9524888,22.6431616
三針後山,宜蘭縣,大同鄉,121.6456498,24.7371631
溪南山,新北市,淡水/三芝區,121.3974331,24.9246452
拳頭母山,宜蘭縣,大同鄉,121.546129,24.7079332
大湖桶山,宜蘭縣,大同鄉,121.6529549,24.6364931
獅公髻尾山,新北市,瑞芳/貢寮區,121.7181868,24.9748074
網弦山,桃園市,復興區,120.8295891,24.6600011
直潭山,新北市,瑞芳/貢寮區,121.567658,24.9208611
墨硯山南峰,桃園市,復興區,120.846273,24.5558111
三尖山,桃園市,復興區,120.9374591,24.5901188
四分尾山,新北市,瑞芳/貢寮區,121.680667,25.0411682
中幅子山,新北市,瑞芳/貢寮區,121.6698841,25.1773201
大元山,宜蘭縣,大同鄉,121.6461399,24.5597781
三腳南山,高雄市,桃源區,120.592456,23.240628
六甲山,高雄市,桃源區,120.367361,23.2249881
保和以山,屏東縣,霧台鄉,120.6492454,22.4530325
白石牙山,花蓮縣,秀林鄉,120.8147629,23.7727361
獅子頭山,嘉義縣,阿里山鄉,120.7627619,23.6152721
石圍牆山,苗栗縣,泰安鄉,120.767262,24.2988421
麥樹仁山,桃園市,復興區,121.198851,24.7180601
番子田山,嘉義縣,阿里山鄉,120.7115609,23.627991
鷂婆山,臺中市,和平區,120.9094411,24.4342441
銅山,宜蘭縣,大同鄉,121.6546418,24.5097735
雙冬山,嘉義縣,阿里山鄉,120.7931768,23.9713191
笋子林山,嘉義縣,阿里山鄉,120.7182149,23.7349441
呂奔山,新北市,瑞芳/貢寮區,121.605625,24.8632111
虎頭山,苗栗縣,泰安鄉,120.6848642,24.493758
柑腳山,新北市,瑞芳/貢寮區,121.8061515,24.9892163
佳菩安山,屏東縣,霧台鄉,120.7781785,22.3085588
豬老束山,屏東縣,霧台鄉,120.8563218,22.0109026
南湖呂山,屏東縣,霧台鄉,120.7126551,22.3358481
鐵劍山,屏東縣,霧台鄉,120.6873711,22.249028
老佛山,屏東縣,霧台鄉,120.7919881,22.0390732
馬頭山,高雄市,桃源區,120.5977309,23.3463818
塔山,嘉義縣,阿里山鄉,120.7813089,23.5292671
河表湖山,高雄市,桃源區,120.6712459,23.2368279
大武來山,屏東縣,霧台鄉,120.955612,22.569666
杜鴉原山,屏東縣,霧台鄉,120.8500262,22.4792519
鹿皮山,南投縣,仁愛鄉,121.727784,24.4882601
金巢山,南投縣,仁愛鄉,121.7182764,24.3682031
杵望山,南投縣,仁愛鄉,121.687801,24.2949441
九分山,宜蘭縣,大同鄉,121.571785,24.6075501
石寧山,臺東縣,海端鄉,121.410015,23.2227901
新城山,南投縣,仁愛鄉,121.6040039,24.1323653
鳳林山,花蓮縣,秀林鄉,121.4311518,23.7687061
秀朗山,花蓮縣,秀林鄉,121.4396739,23.592275
烏漏山,花蓮縣,秀林鄉,121.4159059,23.5223451
石公山,臺東縣,海端鄉,121.3658909,23.3453861
六階鼻山,花蓮縣,秀林鄉,121.5185848,23.7590921
初音山,花蓮縣,秀林鄉,121.53137,23.9708781
賀田山,花蓮縣,秀林鄉,121.5868615,23.8877439
卓溪山,臺東縣,海端鄉,121.2683266,23.3278711
馬錫山,花蓮縣,秀林鄉,121.3823071,23.6602613
織羅山,臺東縣,海端鄉,121.4469289,23.4437451
太巴塱山,花蓮縣,秀林鄉,121.5205277,23.6741555
白姑南山,臺中市,和平區,121.11154,24.1563801
更孟山,南投縣,仁愛鄉,121.2302819,24.22409
二子山,南投縣,仁愛鄉,121.569931,24.2567071
大安山,花蓮縣,秀林鄉,121.3132529,23.8186041
卓社大山,花蓮縣,秀林鄉,121.1158529,23.8345331
榮山,南投縣,仁愛鄉,121.477609,24.0508764
西吉南山,南投縣,仁愛鄉,121.4872161,24.320174
西寶山,南投縣,仁愛鄉,121.4668074,24.2122867
干卓萬山,花蓮縣,秀林鄉,121.1389601,23.8760451
太魯閣大山,南投縣,仁愛鄉,121.421001,24.0790711
