名稱,縣市,鄉鎮市區,WGS_X,WGS_Y
樂野山,臺東縣,海端鄉,120.705943,23.4826443
巃頭坪山,高雄市,桃源區,120.6742312,23.4502628
石盤巃山,嘉義縣,阿里山鄉,120.6640051,23.5017339
南牛山,高雄市,桃源區,120.6656621,23.4799933
柑仔宅尾山,高雄市,桃源區,120.6531189,23.4721309
竹腳山,臺東縣,海端鄉,120.7099209,23.4557051
虱石山,臺東縣,海端鄉,120.7427199,23.4585954
出合山東峰,嘉義縣,阿里山鄉,120.7195908,23.5763681
祝山,花蓮縣,秀林鄉,120.8231939,23.5113009
茅山,高雄市,桃源區,120.6515679,23.2083922
南青倉山,高雄市,桃源區,120.6158135,23.2061152
槓頂山,高雄市,桃源區,120.5405818,23.0987251
吳酒桶頭山南峰,高雄市,桃源區,120.5595091,23.0767923
南龜丹山,高雄市,桃源區,120.5075033,23.1241565
麻竹湖山,高雄市,桃源區,120.5396782,23.1726379
灣丘山,高雄市,桃源區,120.5250251,23.1864101
拉比嶺山,高雄市,桃源區,120.6779429,23.2607079
二寮坑山,高雄市,桃源區,120.6442833,23.266523
中坑山,高雄市,桃源區,120.4580871,23.2178151
水寮山,高雄市,桃源區,120.6375629,23.3075318
阿里關山,高雄市,桃源區,120.5893688,23.1250659
小林山,高雄市,桃源區,120.6241551,23.1655082
大崩逢山,高雄市,桃源區,120.611858,22.9162821
二集團山,臺東縣,海端鄉,120.7267541,23.0583219
番子寮山主峰,高雄市,桃源區,120.664601,23.1183522
羌埔山,高雄市,桃源區,120.6073943,23.1001811
東阿里關山,高雄市,桃源區,120.6205601,23.13219
尾寮山前峰,高雄市,桃源區,120.6462771,22.8767156
西龜山,高雄市,桃源區,120.6746031,23.0039146
寶山,臺東縣,海端鄉,120.704102,23.0404931
排剪山,臺東縣,海端鄉,120.716343,23.143166
塔羅留山,臺東縣,海端鄉,120.734944,23.1615741
蘇羅埔山,臺東縣,海端鄉,120.7063631,23.0881861
桃源山,臺東縣,海端鄉,120.7591807,23.1746196
歐帕喀爾山,臺東縣,海端鄉,120.8033758,23.1911345
拉克斯山,臺東縣,海端鄉,120.8284761,23.2230161
可那部西南峰,臺東縣,海端鄉,120.7509629,23.2261359
安東昆山東北峰,臺東縣,海端鄉,120.954181,23.4064462
廣東丸山,臺東縣,海端鄉,120.909956,23.4024471
楠梓仙山,臺東縣,海端鄉,120.7795797,23.3372459
玉打山北峰,高雄市,桃源區,120.6996311,23.2846958
大肚關山,臺東縣,海端鄉,120.7505637,23.134306
南飭山,臺東縣,海端鄉,120.7648272,23.2562624
九溪山,臺東縣,海端鄉,120.8813339,23.4077721
未命名山峰,臺東縣,海端鄉,120.8574579,23.385751
蚊罩山,屏東縣,霧台鄉,120.7367489,22.1207151
大石板山,屏東縣,霧台鄉,120.797357,22.0995939
過溪山,屏東縣,霧台鄉,120.845675,22.0316021
高士山,屏東縣,霧台鄉,120.835962,22.1202531
川七山,屏東縣,霧台鄉,120.8706861,22.121733
鼻頭山,屏東縣,霧台鄉,120.8907021,22.1012771
下牡丹池山,屏東縣,霧台鄉,120.8251871,22.1515289
溪仔口山,屏東縣,霧台鄉,120.8806351,22.020194
魚蘭濫山,屏東縣,霧台鄉,120.8631751,22.0912221
上牡丹東山,屏東縣,霧台鄉,120.8592141,22.1845581
著地螺留山,屏東縣,霧台鄉,120.7095047,22.4408915
北里龍山,屏東縣,霧台鄉,120.7348932,22.1865835
新路山,屏東縣,霧台鄉,120.7183071,22.2087739
里龍下山,屏東縣,霧台鄉,120.7019781,22.1745911
耆古巴林山東峰,屏東縣,霧台鄉,120.8282111,22.2392561
巴層巴墨山,屏東縣,霧台鄉,120.7146574,22.2972806
武潭山,屏東縣,霧台鄉,120.6451261,22.5611659
旗鹽主山,屏東縣,霧台鄉,120.7464641,22.6555961
西大武山,屏東縣,霧台鄉,120.725186,22.6186459
尖山,屏東縣,霧台鄉,120.7155641,22.1114811
虱母山,屏東縣,霧台鄉,120.7541821,22.1126101
四重溪,屏東縣,霧台鄉,120.746442,22.0965822
張十六山,屏東縣,霧台鄉,120.7524491,22.1337141
張十九山,屏東縣,霧台鄉,120.778935,22.1481935
達洼蘭山,臺東縣,海端鄉,120.7221721,22.8092411
莎卡蘭山,屏東縣,霧台鄉,120.669785,22.7754061
德社山,屏東縣,霧台鄉,120.6735645,22.7950458
虎背山,新北市,瑞芳/貢寮區,121.6791489,24.8026671
牛鬥山,宜蘭縣,大同鄉,121.5936216,24.638386
清水湖山,宜蘭縣,大同鄉,121.60314,24.6521781
野分山,宜蘭縣,大同鄉,121.715611,24.6249661
大湖山,宜蘭縣,大同鄉,121.7157265,24.6473897
米羅山,南投縣,仁愛鄉,121.374396,24.453499
琴山南峰,南投縣,仁愛鄉,121.643175,24.3444501
倫太文山,花蓮縣,秀林鄉,121.2771998,23.6422951
苳苳園山,臺東縣,海端鄉,121.2186811,23.2441782
僕落西擴山,花蓮縣,秀林鄉,121.1458049,23.5543451
沙武巒山,花蓮縣,秀林鄉,121.2502789,23.5706
未命名山峰,臺東縣,海端鄉,121.352842,23.2320331
烏帽子山,臺東縣,海端鄉,121.37693,23.2922322
馬久答山,臺東縣,海端鄉,121.4081758,23.3956192
大古嶺,臺東縣,海端鄉,121.3531407,23.360738
新瑞山,花蓮縣,秀林鄉,121.4529787,23.5426085
未命名山峰,臺東縣,海端鄉,121.2919851,23.1302461
原灣山,臺東縣,海端鄉,121.3450046,23.3245177
納納山,臺東縣,海端鄉,121.4742569,23.4560911
大港山,臺東縣,海端鄉,121.4779169,23.4815801
大魯木山,臺東縣,海端鄉,121.1879389,23.4167661
可可爾博山,臺東縣,海端鄉,121.1552889,23.3161631
馬西巴秀山,臺東縣,海端鄉,120.8891813,23.1103832
荖溪山,花蓮縣,秀林鄉,121.4811221,23.8872889
加禮宛山,南投縣,仁愛鄉,121.5605858,24.0432422
金雁山,南投縣,仁愛鄉,121.7244212,24.2482191
拔子山,花蓮縣,秀林鄉,121.3321534,23.6090238
三望山,花蓮縣,秀林鄉,121.5088849,23.6478881
大石鼻山,花蓮縣,秀林鄉,121.5519903,23.6980106
新社山北峰,花蓮縣,秀林鄉,121.5382419,23.6687431
蕃薯寮山,花蓮縣,秀林鄉,121.5400733,23.734191
東月眉山,花蓮縣,秀林鄉,121.576695,23.8459271
滑山,花蓮縣,秀林鄉,121.5809368,23.8582565
烏拉力山,花蓮縣,秀林鄉,121.4233039,23.5032581
南奇密山,花蓮縣,秀林鄉,121.4501281,23.5153141
熨斗山,臺東縣,海端鄉,121.4345579,23.4912911
北秀巒山,臺東縣,海端鄉,121.2397366,23.2359861
石壁山東峰,臺東縣,海端鄉,121.2316533,23.1977924
安土堀前山,臺東縣,海端鄉,121.300655,23.1932661
東崙天山前峰,臺東縣,海端鄉,121.1991071,23.1751858
環流丘峰,南投縣,仁愛鄉,121.440593,24.1738321
嘉武山,臺東縣,海端鄉,121.181459,23.0239312
泥水溪山,臺東縣,海端鄉,121.213229,23.0634771
和原山北峰,臺東縣,海端鄉,120.9282671,22.9922851
西老山,屏東縣,霧台鄉,120.8789763,22.4213969
麻荖漏山東峰,臺東縣,海端鄉,121.3468481,23.1362491
赤門溪山東峰,臺東縣,海端鄉,121.4067829,23.2913581
石坑山,臺東縣,海端鄉,121.4366409,23.3405031
七塊厝山,臺東縣,海端鄉,121.2009751,22.9471413
妙劍山,臺東縣,海端鄉,121.221237,22.9852351
即哈那拉山,臺東縣,海端鄉,121.2502491,22.9353661
堵開埔山南峰,臺東縣,海端鄉,121.2643296,23.1041587
鱉溪山,臺東縣,海端鄉,121.284845,23.1066611
德高老山,臺東縣,海端鄉,121.2870269,23.0608772
新港南溪山,臺東縣,海端鄉,121.3399031,23.1165331
泰平山,臺東縣,海端鄉,121.0998712,22.9284208
呂禮山中峰(基點峰),臺東縣,海端鄉,120.929185,23.0357301
石公厝山,臺東縣,海端鄉,121.224829,23.0545872
寶華山,臺東縣,海端鄉,121.1971021,22.9881352
鸞山,臺東縣,海端鄉,121.153925,22.9053094
利基利基山西峰,臺東縣,海端鄉,121.1558836,22.8567287
泰源山,臺東縣,海端鄉,121.291676,22.9905011
射馬干山北峰,屏東縣,霧台鄉,121.0282239,22.7443851
西規那山,屏東縣,霧台鄉,120.9225111,22.6302602
剎剎加倫山,屏東縣,霧台鄉,120.8982715,22.4989968
突角山,屏東縣,霧台鄉,120.9008218,22.5278529
土坂山,屏東縣,霧台鄉,120.9023817,22.4493671
大西山,屏東縣,霧台鄉,120.8662712,22.3485264
伊喬莫山,屏東縣,霧台鄉,120.856717,22.3738132
著家拉山,屏東縣,霧台鄉,120.839075,22.404375
南田山,屏東縣,霧台鄉,120.8861261,22.2829881
森永山,屏東縣,霧台鄉,120.878937,22.2793021
下香蘭山,屏東縣,霧台鄉,120.988234,22.588257
北絲鬮山,臺東縣,海端鄉,121.115366,22.8484389
岩灣山,臺東縣,海端鄉,121.105482,22.827964
小黃山,臺東縣,海端鄉,121.1219941,22.823764
擺子南山,臺東縣,海端鄉,121.1331856,22.8725012
北五指山,桃園市,復興區,121.086317,24.679459
石頭坑山,新北市,淡水/三芝區,121.0727509,24.8035321
蕃子寮山,桃園市,復興區,120.9144946,24.5590778
高尖山,苗栗縣,泰安鄉,120.688161,24.4433271
赤科坪山,桃園市,復興區,120.9992241,24.6891991
八卦山,苗栗縣,泰安鄉,120.5540911,24.079676
寮水山,苗栗縣,泰安鄉,120.7666181,24.2177071
象山,桃園市,復興區,120.995244,24.6212781
上果作園山,桃園市,復興區,120.903584,24.6313551
快官山,苗栗縣,泰安鄉,120.6108067,24.0459517
圓子山,苗栗縣,泰安鄉,120.725715,24.4590401
犁頭山,新北市,淡水/三芝區,121.0456096,24.8212904
七塊山,苗栗縣,泰安鄉,120.752479,24.3162409
車籠山,苗栗縣,泰安鄉,120.7499408,24.1028541
石頂山,桃園市,復興區,120.8484631,24.6300311
牛埔山,桃園市,復興區,120.944413,24.7848911
柴梳山,桃園市,復興區,121.0199929,24.792711
大薰山,桃園市,復興區,120.788648,24.5086061
員屯山,苗栗縣,泰安鄉,120.7952711,24.4683321
三角山,苗栗縣,泰安鄉,120.7862179,24.4206921
萬斗山,嘉義縣,阿里山鄉,120.7241548,23.883261
濁水山,嘉義縣,阿里山鄉,120.7158559,23.843547
坪埔厝山,屏東縣,霧台鄉,120.6498321,22.3357226
藤湖山,嘉義縣,阿里山鄉,120.7200609,23.7757851
員山,嘉義縣,阿里山鄉,120.6895389,23.6899281
樟湖山,嘉義縣,阿里山鄉,120.6353137,23.6154921
梅島山,臺中市,和平區,120.9272861,24.0636652
岩子頂山,高雄市,桃源區,120.5287771,23.1473531
新厝山,嘉義縣,阿里山鄉,120.618169,23.6894474
鳥子嶺,高雄市,桃源區,120.467251,23.2095572
江西林山,嘉義縣,阿里山鄉,120.6867269,23.7684101
荷苞山,嘉義縣,阿里山鄉,120.5844939,23.6596572
頂埔山,高雄市,桃源區,120.5251889,23.4056508
柑子湖山,高雄市,桃源區,120.5665629,23.4117359
中坑山,嘉義縣,阿里山鄉,120.5196499,23.5823501
梅山觀音山,嘉義縣,阿里山鄉,120.5784287,23.5833766
望頭山,高雄市,桃源區,120.6620663,22.9973414
包尾山,嘉義縣,阿里山鄉,120.7120798,23.9122361
后山,高雄市,桃源區,120.6192693,23.0000298
山子頂山,高雄市,桃源區,120.4894397,23.4800445
獅頭山,高雄市,桃源區,120.655721,23.0155382
大山,高雄市,桃源區,120.3565991,23.1398381
半天寮山,高雄市,桃源區,120.4830089,23.3736288
萬金山,屏東縣,霧台鄉,120.629656,22.6074881
斗六山,高雄市,桃源區,120.4630203,23.1561407
內埔山,高雄市,桃源區,120.5731389,23.4405759
二尖山,高雄市,桃源區,120.4964514,23.24773
大埔山,嘉義縣,阿里山鄉,120.5683239,23.5046431
鹿坪山,高雄市,桃源區,120.4833273,23.2936951
牛埔山,高雄市,桃源區,120.4954841,23.0843671
坑山,嘉義縣,阿里山鄉,120.5245681,23.512954
大尖山,高雄市,桃源區,120.4628489,23.0717631
爐芝潭山,高雄市,桃源區,120.5081559,23.1945055
弟子山,高雄市,桃源區,120.4502739,23.3376259
篤鼻山,嘉義縣,阿里山鄉,120.6465999,23.5219519
頂坑山,高雄市,桃源區,120.5438539,23.4633371
大坑山,高雄市,桃源區,120.6108517,23.499328
大埤山,高雄市,桃源區,120.4436379,23.4200777
尖峰山,高雄市,桃源區,120.4071796,22.9877117
人頭山,高雄市,桃源區,120.514711,22.9091881
東崗山,高雄市,桃源區,120.382348,22.8291011
大潭山,高雄市,桃源區,120.3417672,22.9614617
牛息山,高雄市,桃源區,120.3795011,22.9274953
月光山,高雄市,桃源區,120.5448471,22.9348181
合山,高雄市,桃源區,120.359567,23.004301
新鳥山,高雄市,桃源區,120.3634511,22.8839131
大廍庭山,高雄市,桃源區,120.437788,22.8610491
大坪山,高雄市,桃源區,120.355869,22.981698
鳳梨山,屏東縣,霧台鄉,120.3942461,22.6963669
牛長山,高雄市,桃源區,120.317188,22.987126
大坪山,高雄市,桃源區,120.5368139,22.9902519
枋寮山,高雄市,桃源區,120.5947901,23.0144121
頂山,高雄市,桃源區,120.320908,23.005017
方毒坑山,高雄市,桃源區,120.457038,22.8292461
邦埤山,高雄市,桃源區,120.388998,23.0390659
下里龍山,屏東縣,霧台鄉,120.7199251,22.16916
生仙坑山,屏東縣,霧台鄉,120.419904,22.753233
上平山,屏東縣,霧台鄉,120.3963261,22.5684951
糞枝湖,高雄市,桃源區,120.3628229,23.025805
尖山,高雄市,桃源區,120.4034701,23.2400521
高尾山,屏東縣,霧台鄉,120.4338309,22.7897301
甲仙埔山,高雄市,桃源區,120.594366,23.0707411
霧里乙南山,屏東縣,霧台鄉,120.6917271,22.3057541
大寮山,高雄市,桃源區,120.620996,23.0158482
赤牛嶺,屏東縣,霧台鄉,120.768838,21.9891601
獅子獅山,屏東縣,霧台鄉,120.9067091,22.3998891
志羅億山,臺東縣,海端鄉,121.298803,22.9720441
三貢嶺山,新北市,瑞芳/貢寮區,121.639649,24.9949691
北烏漏山,花蓮縣,秀林鄉,121.3944449,23.5445401
彭子存山,臺東縣,海端鄉,121.410408,23.2663041
竹湖山,臺東縣,海端鄉,121.4119209,23.2867941
埤子頭山,屏東縣,霧台鄉,120.6253911,22.6856011
掃別山,臺東縣,海端鄉,121.4212039,23.3090281
長濱山,臺東縣,海端鄉,121.4556871,23.3224651
里壠山,臺東縣,海端鄉,121.151824,23.0286131
青蛇山,屏東縣,霧台鄉,121.5428691,22.0597501
公頂山,臺東縣,海端鄉,121.2370787,23.1271322
北都威山,臺東縣,海端鄉,121.388758,23.2075441
魚衡山,新北市,瑞芳/貢寮區,121.6006029,24.9985491
脹脹埔山,臺東縣,海端鄉,121.2528108,23.1471224
都威山,臺東縣,海端鄉,121.3834061,23.1980832
利基利基山,臺東縣,海端鄉,121.151197,22.8103949
新港下山,臺東縣,海端鄉,121.37147,23.1140131
寧埔山,臺東縣,海端鄉,121.406383,23.2504931
銅文山,花蓮縣,秀林鄉,121.5306441,23.9270132
水母丁南山,臺東縣,海端鄉,121.4627369,23.3906001
東都南崗山,臺東縣,海端鄉,121.18353,22.8658921
源茂山,新北市,瑞芳/貢寮區,121.733426,24.9173221
下安通山,臺東縣,海端鄉,121.3315361,23.2839951
大竹高山,屏東縣,霧台鄉,120.928412,22.4407271
加萊坑山,花蓮縣,秀林鄉,121.4046484,23.5881123
小南港山,新北市,瑞芳/貢寮區,121.6234297,25.0531969
北港山,新北市,瑞芳/貢寮區,121.635979,25.1045361
烏石鼻山,臺東縣,海端鄉,121.404056,23.2372541
鵲子山,新北市,瑞芳/貢寮區,121.76733,24.850237
西姑子律山,臺東縣,海端鄉,121.4781502,23.4186866
大圓山,屏東縣,霧台鄉,120.8154881,21.9388421
高士佛山,屏東縣,霧台鄉,120.81424,22.1330161
牡丹山,屏東縣,霧台鄉,120.8013852,22.1548095
馬鞍山,屏東縣,霧台鄉,120.75773,21.9618171
豬母水山,嘉義縣,阿里山鄉,119.5866586,23.5113304
觀音鼻,屏東縣,霧台鄉,120.8904462,22.2362366
龜呵吠山,屏東縣,霧台鄉,120.8076743,21.9656689
赤山,屏東縣,霧台鄉,120.3599441,22.642389
未命名山峰,屏東縣,霧台鄉,120.7712724,22.0204728
紗帽山,嘉義縣,阿里山鄉,119.5690227,23.5291411
港口,屏東縣,霧台鄉,120.8463911,22.002863
五重溪山,屏東縣,霧台鄉,120.7806281,22.1037791
九棚山,屏東縣,霧台鄉,120.8756281,22.098501
太和山,屏東縣,霧台鄉,120.8586591,22.239423
貓山,屏東縣,霧台鄉,121.1383169,22.7793039
灣潭山,新北市,瑞芳/貢寮區,121.8137221,24.9480722
九股山,宜蘭縣,大同鄉,121.8221573,24.6097859
大古山,新北市,淡水/三芝區,121.291524,25.1025171
隆隆山,新北市,瑞芳/貢寮區,121.9750077,25.0014813
尖禿山,屏東縣,霧台鄉,121.5567251,22.0738921
草山,屏東縣,霧台鄉,121.5661671,22.0637661
大竹林山,新北市,瑞芳/貢寮區,121.849427,25.0452851
鹽草林山,新北市,瑞芳/貢寮區,121.801878,24.8716222
梳妝樓山,新北市,瑞芳/貢寮區,121.768573,24.9314521
草嶺山,新北市,淡水/三芝區,121.2946899,24.844822
溪邊頂山,新北市,瑞芳/貢寮區,121.8595097,24.9333813
土地公嶺,新北市,瑞芳/貢寮區,121.5717868,25.2396478
員山,宜蘭縣,大同鄉,121.760939,24.6407361
遠望坑山,新北市,瑞芳/貢寮區,121.918407,25.0006411
蚊子坑山,新北市,瑞芳/貢寮區,121.9079201,25.1010089
苕谷坑山,新北市,瑞芳/貢寮區,121.8454131,25.0119826
磺嘴山北峰,新北市,瑞芳/貢寮區,121.603494,25.1813181
清水山,屏東縣,霧台鄉,121.5608711,22.0617062
火燒寮山,新北市,瑞芳/貢寮區,121.8348182,24.8869054
九份坑山,新北市,瑞芳/貢寮區,121.8904821,25.0419211
大暖尖山,新北市,瑞芳/貢寮區,121.42384,24.9466711
火炎山,新北市,瑞芳/貢寮區,121.9213741,25.0648891
烏塗窟山,新北市,淡水/三芝區,121.322945,24.9093901
四堵山,新北市,瑞芳/貢寮區,121.760575,24.8864791
西山,新北市,瑞芳/貢寮區,121.87906,25.0117481
嗄嘮別山,新北市,瑞芳/貢寮區,121.477649,25.1442945
崩山,新北市,瑞芳/貢寮區,121.5373964,25.2648228
樹梅嶺山,新北市,瑞芳/貢寮區,121.6796109,24.9543881
內平林山,新北市,瑞芳/貢寮區,121.8083249,25.0373381
蕃薯寮山,新北市,瑞芳/貢寮區,121.8932552,24.9548321
深澳山,新北市,瑞芳/貢寮區,121.805544,25.1303241
三方向山,新北市,瑞芳/貢寮區,121.861356,24.9635131
鶯子嶺,新北市,瑞芳/貢寮區,121.8118439,24.9064198
大崎頭山,新北市,瑞芳/貢寮區,121.5662011,24.9378321
殺蛇山,屏東縣,霧台鄉,121.5330781,22.0658191
米曲瑤山,新北市,瑞芳/貢寮區,121.7442203,24.8049175
北嶺山,高雄市,桃源區,120.418475,23.1038051
美崙山,花蓮縣,秀林鄉,121.614444,23.9929241
漯底山,屏東縣,霧台鄉,120.2527163,22.7700017
擔橫山,高雄市,桃源區,120.467465,22.8915201
大城北,嘉義縣,阿里山鄉,119.6143274,23.5605261
八卦力山,桃園市,復興區,120.943473,24.5034251
番子寮山(基點峰),高雄市,桃源區,120.656154,23.1133581
林田山,花蓮縣,秀林鄉,121.3923169,23.7886551
草山,新北市,瑞芳/貢寮區,121.8758012,25.0944171
內葉嶺,高雄市,桃源區,120.3845136,22.9499987
花東山,臺東縣,海端鄉,121.3997119,23.324814
鯉魚尾山,嘉義縣,阿里山鄉,120.6464699,23.7157011
田子山,嘉義縣,阿里山鄉,120.7114569,23.689335
頂荖濃山,高雄市,桃源區,120.668123,23.0809171
戶張山,屏東縣,霧台鄉,120.999847,22.7857051
頂岩灣四格山,臺東縣,海端鄉,121.109229,22.809982
石頭山,屏東縣,霧台鄉,121.158833,22.7924537
跋都山,臺東縣,海端鄉,121.262249,22.9603451
北絲鬮山,臺東縣,海端鄉,121.1100299,22.8645839
大孟浪山,臺東縣,海端鄉,120.805194,22.9996121
望洋山,宜蘭縣,大同鄉,121.6163011,24.5106282
阿拔泉山,嘉義縣,阿里山鄉,120.5967963,23.5446755
牛牯嶺,新北市,淡水/三芝區,120.9675978,24.8806383
大庄山,臺東縣,海端鄉,121.327338,23.2723211
石壁山,臺東縣,海端鄉,121.226586,23.1981021
番子田山,花蓮縣,秀林鄉,120.9423119,23.8663671
南庄山,高雄市,桃源區,120.4683581,23.0387131
牛牡嶺,高雄市,桃源區,120.402323,23.0749521
月眉山,高雄市,桃源區,120.596154,22.8875651
大埔山,高雄市,桃源區,120.548123,23.0144611
大山,高雄市,桃源區,120.4828799,22.9252699
內寮山,屏東縣,霧台鄉,120.6247179,22.386448
北月眉山北峰最高點,花蓮縣,秀林鄉,121.5790859,23.8727541
嵐山,南投縣,仁愛鄉,121.530909,24.0486151
嵩山,新北市,瑞芳/貢寮區,121.5562751,25.208707
刣牛山,臺中市,和平區,120.942757,24.0047509
關刀山,臺中市,和平區,121.0238421,24.0294032
觀音山,臺東縣,海端鄉,121.3588989,23.3918721
里牙才,臺東縣,海端鄉,121.4104701,23.4706364
迦納納山,臺東縣,海端鄉,121.3741119,23.4681991
占山,嘉義縣,阿里山鄉,119.5699339,23.6641511
拉古拉山,臺東縣,海端鄉,121.082062,23.3952071
大分山,臺東縣,海端鄉,121.0465965,23.3966495
雙頭北山,臺東縣,海端鄉,121.026173,23.3656841
埔沙山,花蓮縣,秀林鄉,120.8911525,23.5364364
對關山,花蓮縣,秀林鄉,120.9520154,23.5250937
望美山,花蓮縣,秀林鄉,120.8729659,23.5909981
瓊山,花蓮縣,秀林鄉,120.8526599,23.5792312
東蕃里山,臺東縣,海端鄉,120.7969491,23.0351711
大庄越山(基點峰),臺東縣,海端鄉,121.35807,23.2395512
那保山,屏東縣,霧台鄉,120.786563,22.5165561
未命名山峰,臺東縣,海端鄉,121.3645486,23.2581504
西加路蘭山,臺東縣,海端鄉,121.171365,22.815068
內水尾山,苗栗縣,泰安鄉,120.6210071,24.3273279
十八尖山東峰,桃園市,復興區,120.9880559,24.7924231
林牛山,苗栗縣,泰安鄉,120.7374555,24.2246771
埔頂山,高雄市,桃源區,120.5137729,23.3837339
五步哭山,桃園市,復興區,121.0226524,24.7569688
友應山,桃園市,復興區,120.861917,24.546941
大橫屏山,苗栗縣,泰安鄉,120.828953,24.0749541
阿罩霧鳳山,苗栗縣,泰安鄉,120.707836,24.0652521
虎頭山,屏東縣,霧台鄉,120.7607771,22.050324
六張犁山,新北市,瑞芳/貢寮區,121.5654474,25.0191717
三腳木山,新北市,瑞芳/貢寮區,121.6160549,25.0195482
圓山,新北市,瑞芳/貢寮區,121.5214286,25.0732889
圳後山,新北市,瑞芳/貢寮區,121.5436077,24.9896172
三重埔山,新北市,瑞芳/貢寮區,121.602007,25.0496441
賴仲坑山,新北市,瑞芳/貢寮區,121.6273117,25.0122842
福德坑山,新北市,瑞芳/貢寮區,121.5882649,25.0084383
柑仔坑山,新北市,瑞芳/貢寮區,121.5778694,24.9945778
舊莊山,新北市,瑞芳/貢寮區,121.6183599,25.0381062
小金面山,新北市,瑞芳/貢寮區,121.565027,25.0900481
外南勢角山,新北市,瑞芳/貢寮區,121.498111,24.9844021
中坑山,新北市,瑞芳/貢寮區,121.4860836,24.9899483
小草山,新北市,瑞芳/貢寮區,121.5641679,25.1347952
白雲山,新北市,瑞芳/貢寮區,121.5466779,25.1277511
小坪頂山,新北市,瑞芳/貢寮區,121.4908344,25.1599369
白石湖山,新北市,瑞芳/貢寮區,121.598284,25.1090431
鯉魚山東峰,新北市,瑞芳/貢寮區,121.5933729,25.0947191
大尖山,新北市,瑞芳/貢寮區,121.601622,25.1619291
尾崙山,新北市,瑞芳/貢寮區,121.5608867,25.1172882
中正山,新北市,瑞芳/貢寮區,121.516129,25.1579761
大邱田山,新北市,瑞芳/貢寮區,121.6065221,25.1071028
柯子林山,新北市,瑞芳/貢寮區,121.6201109,25.1199691
赤石六山,新北市,瑞芳/貢寮區,121.6315891,25.186921
鹿堀坪山,新北市,瑞芳/貢寮區,121.612864,25.1687211
小觀音山西峰,新北市,瑞芳/貢寮區,121.533044,25.1888981
茄苳腳,新北市,瑞芳/貢寮區,121.679862,25.0534131
上鹿窟崙,新北市,瑞芳/貢寮區,121.6769631,25.0346411
旗尾崙,新北市,瑞芳/貢寮區,121.7170907,25.0643731
小坑山,新北市,瑞芳/貢寮區,121.6989529,25.0525351
深按頭山,新北市,瑞芳/貢寮區,121.664027,25.0232772
湳窟山,新北市,瑞芳/貢寮區,121.662475,24.9983791
三板橋,新北市,瑞芳/貢寮區,121.6821822,25.0248955
耳空龜山,新北市,瑞芳/貢寮區,121.695585,25.0366201
石門山,新北市,瑞芳/貢寮區,121.6998089,25.0673672
十三分山,新北市,瑞芳/貢寮區,121.6545141,25.0382431
真長山,新北市,瑞芳/貢寮區,121.7382451,25.0425391
石底觀音山,新北市,瑞芳/貢寮區,121.701031,25.0230012
九芎坑山,新北市,瑞芳/貢寮區,121.7116815,24.9866292
伏獅山,新北市,瑞芳/貢寮區,121.72474,24.9837541
西勢坑山,新北市,瑞芳/貢寮區,121.719506,25.0797361
三羌坑,新北市,瑞芳/貢寮區,121.786825,25.0320312
大湖格山,新北市,瑞芳/貢寮區,121.6943671,25.0147881
粗坑山,新北市,瑞芳/貢寮區,121.6738531,24.9876732
炙子頭山,新北市,瑞芳/貢寮區,121.639423,24.9804751
中窯尖,新北市,瑞芳/貢寮區,121.7477829,25.0537941
葛子寮山,新北市,瑞芳/貢寮區,121.648188,25.0651881
東勢格山,新北市,瑞芳/貢寮區,121.7477651,25.0087931
平溪子山,新北市,瑞芳/貢寮區,121.758731,25.0175431
上東勢格山,新北市,瑞芳/貢寮區,121.743534,24.9901561
石後山,新北市,瑞芳/貢寮區,121.771466,25.0254402
青林山,新北市,瑞芳/貢寮區,121.75512,24.9996041
三角尖,新北市,瑞芳/貢寮區,121.793098,25.0721521
下內平林山,新北市,瑞芳/貢寮區,121.784829,25.0180952
畝畝山,新北市,瑞芳/貢寮區,121.7640189,25.0066282
楣子寮山,新北市,瑞芳/貢寮區,121.76566,24.9711691
乾溪山,新北市,瑞芳/貢寮區,121.7388239,24.9799041
大粗坑山,新北市,瑞芳/貢寮區,121.719441,24.9551042
小坑山,新北市,瑞芳/貢寮區,121.77465,24.9493401
鬼子瀨尖山,新北市,瑞芳/貢寮區,121.726463,24.9336001
和尚髻山,新北市,瑞芳/貢寮區,121.717864,24.9196592
虎寮潭山,新北市,瑞芳/貢寮區,121.7522776,24.9474824
東柑腳山,新北市,瑞芳/貢寮區,121.8206515,24.9884532
小粗坑山,新北市,瑞芳/貢寮區,121.750859,24.9729751
灣潭竹子山,新北市,瑞芳/貢寮區,121.7899371,24.9302731
南豹子廚山,新北市,瑞芳/貢寮區,121.7922027,24.9669182
溪尾寮山,新北市,瑞芳/貢寮區,121.8236081,24.9757961
打鐵寮山,新北市,瑞芳/貢寮區,121.819766,24.9199031
東坑山,新北市,瑞芳/貢寮區,121.754304,24.9279811
湖底嶺,新北市,瑞芳/貢寮區,121.777049,24.8696061
後湖子山,新北市,瑞芳/貢寮區,121.7628908,24.8612845
大金面山,新北市,瑞芳/貢寮區,121.7891015,24.8576448
風空子溪山,新北市,瑞芳/貢寮區,121.7841259,24.8901191
九股山,新北市,瑞芳/貢寮區,121.79566,24.8831171
北豹子廚山,新北市,瑞芳/貢寮區,121.7910351,24.9836391
阿里荖山,新北市,瑞芳/貢寮區,121.6142671,25.2742541
